addressLine1,city,state,zipCode,formattedAddress,squareFootage,yearBuilt,bathrooms,lotSize,propertyType,longitude,latitude
Rigby Loop,Rapid City,SD,57703,"Rigby Loop, Lot 21, Rapid City, SD 57703",856.0,2023.0,1.0,7405.0,Single Family,-103.128691,44.047293624
1168 Miss Kimberlys Ln,Pflugerville,TX,78660,"1168 Miss Kimberlys Ln, Pflugerville, TX 78660",1284.0,1999.0,2.0,5850.0,Single Family,-97.654756,30.446463
1020 Bella Vista Blvd,Saint Augustine,FL,32084,"1020 Bella Vista Blvd, Saint Augustine, FL 32084",0.0,2000.0,0.0,2613.0,Condo,-81.322285,29.922944
1316 Thomas Rd,Decatur,GA,30030,"1316 Thomas Rd, Decatur, GA 30030",3144.0,2017.0,4.0,13068.0,Single Family,-84.276661,33.755555
4100 Hutchinson River Pkwy E,Bronx,NY,10475,"4100 Hutchinson River Pkwy E, Apt 23D, Bronx, NY 10475",0.0,0.0,0.0,0.0,Unknown,-73.82535,40.863147
1299 Antelope Creek Dr,Roseville,CA,95678,"1299 Antelope Creek Dr, Apt 149, Roseville, CA 95678",1240.0,0.0,2.0,0.0,Apartment,-121.253853,38.771702
7316 27th Ave NW,Seattle,WA,98117,"7316 27th Ave NW, Seattle, WA 98117",1740.0,1951.0,2.0,4360.0,Single Family,-122.390441,47.681886
1302 S Montesano St,Westport,WA,98595,"1302 S Montesano St, Westport, WA 98595",1060.0,1935.0,1.0,7500.0,Single Family,-124.103973,46.874355
21140 Cass Ave,Clinton Township,MI,48036,"21140 Cass Ave, Apt 4, Clinton Township, MI 48036",0.0,0.0,0.0,0.0,Unknown,-82.904547,42.599759
294 Hermitage St,Philadelphia,PA,19127,"294 Hermitage St, Philadelphia, PA 19127",1968.0,1900.0,1.0,1804.0,Single Family,-75.226199,40.033549
686 Greenbriar Cir,North Vernon,IN,47265,"686 Greenbriar Cir, North Vernon, IN 47265",288.0,1994.0,0.0,8400.0,Manufactured,-85.693413,39.037608
PO Box 4801,Corpus Christi,TX,78469,"PO Box 4801, Corpus Christi, TX 78469",0.0,0.0,0.0,0.0,Unknown,-97.4264,27.7984
1771 Grant Ave,Novato,CA,94945,"1771 Grant Ave, Apt 16, Novato, CA 94945",0.0,0.0,0.0,0.0,Unknown,-122.580852,38.108894
2191 Hill Way,Medford,OR,97504,"2191 Hill Way, Medford, OR 97504",1842.0,2017.0,2.5,6970.0,Single Family,-122.852072,42.340328
1501 E Fort Ave Apt A,Baltimore,MD,21230,"1501 E Fort Ave Apt A, Baltimore, MD 21230",0.0,0.0,0.0,0.0,Unknown,-76.593712,39.268859
5078 Hoss Cir,Hemet,CA,92545,"5078 Hoss Cir, Hemet, CA 92545",0.0,0.0,0.0,5527.0,Single Family,-117.025578,33.716606
W55N234 Woodmere Ct,Cedarburg,WI,53012,"W55N234 Woodmere Ct, Apt 2, Cedarburg, WI 53012",0.0,0.0,0.0,0.0,Unknown,-87.978541,43.284406
6719 Quantum Dr,Sparks,NV,89436,"6719 Quantum Dr, Sparks, NV 89436",2987.0,2007.0,3.0,6615.0,Single Family,-119.669441,39.613537
2733 E Majestic Eagle,Gilbert,AZ,85297,"2733 E Majestic Eagle, Gilbert, AZ 85297",2200.0,1997.0,2.0,35185.0,Single Family,-111.730514,33.265037
22152 County Rd,Live Oak,FL,32060,"22152 County Rd, 250, Live Oak, FL 32060",765.0,2023.0,1.0,310147.0,Manufactured,-83.209679,30.241827
6563 Maurice Ave,Woodside,NY,11377,"6563 Maurice Ave, Woodside, NY 11377",1824.0,1920.0,0.0,2925.0,Duplex-Triplex,-73.899347,40.735352
22435 W Curtice E And W Rd,Curtice,OH,43412,"22435 W Curtice E And W Rd, Curtice, OH 43412",2098.0,1940.0,1.5,10542.0,Single Family,-83.365962,41.618265
3811 Canterbury Rd,Baltimore,MD,21218,"3811 Canterbury Rd, Apt 303, Baltimore, MD 21218",0.0,0.0,0.0,0.0,Unknown,-76.620378,39.335307
26530 Reed Ct,Mechanicsville,MD,20659,"26530 Reed Ct, Mechanicsville, MD 20659",1544.0,1996.0,2.0,49658.0,Single Family,-76.646608,38.396402
2375 Bancroft St,Columbus,OH,43211,"2375 Bancroft St, Columbus, OH 43211",808.0,1942.0,1.0,7231.0,Single Family,-82.96365,40.015962
7396 Regency Square Ct,Houston,TX,77036,"7396 Regency Square Ct, Houston, TX 77036",1533.0,1982.0,2.5,250757.0,Condo,-95.511492,29.715532
5370 Goodman Rd,Horn Lake,MS,38637,"5370 Goodman Rd, Lot 26, Horn Lake, MS 38637",0.0,0.0,0.0,0.0,Unknown,-90.08495,34.962501
204 Sumpter St,Brooklyn,NY,11233,"204 Sumpter St, Apt 5, Brooklyn, NY 11233",0.0,0.0,0.0,0.0,Unknown,-73.916378,40.680139
354 Rathburn Rd,Fulton,NY,13069,"354 Rathburn Rd, Fulton, NY 13069",1280.0,1996.0,2.0,77972.0,Manufactured,-76.508976,43.343088
8335 Fairmount Dr,Denver,CO,80247,"8335 Fairmount Dr, Unit 7-204, Denver, CO 80247",701.0,1980.0,1.0,1359.0,Condo,-104.891191,39.707758
715 Daniel Webster Hwy,Merrimack,NH,3054,"715 Daniel Webster Hwy, # A, Merrimack, NH 03054",0.0,0.0,0.0,0.0,Unknown,-71.461963,42.899193
221 W Woodland Ave,Fort Wayne,IN,46807,"221 W Woodland Ave, Fort Wayne, IN 46807",760.0,1900.0,2.0,2407.0,Single Family,-85.139989,41.061015
25509 Oak Medley Ter,Aldie,VA,20105,"25509 Oak Medley Ter, Aldie, VA 20105",2664.0,2006.0,3.5,3049.0,Single Family,-77.546992,38.912168
621 N 9th Plz,Panama City,FL,32404,"621 N 9th Plz, Panama City, FL 32404",1120.0,1958.0,2.0,10324.0,Single Family,-85.60291,30.135757
8 Senter Cir,Fremont,NH,3044,"8 Senter Cir, Fremont, NH 03044",1428.0,1996.0,1.5,143312.0,Single Family,-71.160797,42.986374
3415 Juneway,Baltimore,MD,21213,"3415 Juneway, Baltimore, MD 21213",1200.0,1941.0,2.0,2000.0,Single Family,-76.568815,39.317804
10413 Haverford Rd,Jacksonville,FL,32218,"10413 Haverford Rd, Jacksonville, FL 32218",2061.0,1956.0,2.0,12484.0,Single Family,-81.667453,30.424168
560 Stratfield Way,Knoxville,TN,37919,"560 Stratfield Way, Knoxville, TN 37919",4200.0,2017.0,2.5,17705.0,Single Family,-84.024955,35.92254
9340 Elm St,Taylor,MI,48180,"9340 Elm St, Taylor, MI 48180",1830.0,1960.0,1.0,6098.0,Single Family,-83.262243,42.239629
514 Park Ave,Kane,PA,16735,"514 Park Ave, Kane, PA 16735",1200.0,1900.0,1.0,12632.0,Single Family,-78.815876,41.665056
2604 Station St,Indianapolis,IN,46218,"2604 Station St, Indianapolis, IN 46218",1410.0,1910.0,2.0,10367.0,Single Family,-86.104536,39.80451
41418 W Somers Dr,Maricopa,AZ,85138,"41418 W Somers Dr, Maricopa, AZ 85138",1985.0,2017.0,2.0,7841.0,Single Family,-112.012647,33.0629
110 Wyckcliffe Pl,Saint Louis,MO,63141,"110 Wyckcliffe Pl, Saint Louis, MO 63141",3230.0,1971.0,3.5,44845.0,Single Family,-90.485229,38.655108
575 S Hewitt St,San Jacinto,CA,92583,"575 S Hewitt St, San Jacinto, CA 92583",1096.0,1970.0,2.0,5227.0,Single Family,-116.950778,33.7821
1922 Valhalla Dr,Duluth,MN,55811,"1922 Valhalla Dr, Duluth, MN 55811",2436.0,1976.0,2.0,130680.0,Single Family,-92.091626,46.827599
5860 N Kenmore Ave,Chicago,IL,60660,"5860 N Kenmore Ave, Apt 701, Chicago, IL 60660",300.0,0.0,1.0,0.0,Apartment,-87.657183,41.989133
111 Verdugo Dr,Lodi,CA,95240,"111 Verdugo Dr, Lodi, CA 95240",1228.0,0.0,2.0,992296.0,Manufactured,-121.258231,38.142093
2250 Stanley Rd,Jbsa Ft Sam Houston,TX,78234,"2250 Stanley Rd, Unit 1199, Jbsa Ft Sam Houston, TX 78234",0.0,0.0,0.0,0.0,Unknown,-98.458376,29.449889
12341 Iveson Dr,Haslet,TX,76052,"12341 Iveson Dr, Haslet, TX 76052",1618.0,2020.0,0.0,4478.0,Single Family,-97.399059,32.950503
24 Scottie Ln,New Castle,DE,19720,"24 Scottie Ln, New Castle, DE 19720",1275.0,1971.0,1.5,6970.0,Single Family,-75.62581,39.661498
180 N Delaware Ave,Massapequa,NY,11758,"180 N Delaware Ave, Massapequa, NY 11758",1173.0,1959.0,1.0,6000.0,Single Family,-73.457235,40.71026
3070 John F Kennedy Blvd,Jersey City,NJ,7306,"3070 John F Kennedy Blvd, Unit 414, Jersey City, NJ 07306",438.0,0.0,1.0,0.0,Condo,-74.0622785,40.7382115
4597 Lasley Dr,Winston Salem,NC,27105,"4597 Lasley Dr, Winston Salem, NC 27105",1092.0,1954.0,1.0,18731.0,Single Family,-80.205458,36.154365
1558 Balcones Fault,New Braunfels,TX,78132,"1558 Balcones Fault, New Braunfels, TX 78132",0.0,0.0,0.0,0.0,Unknown,-98.286304,29.774373
2109 119th St,Blue Island,IL,60406,"2109 119th St, Apt 14, Blue Island, IL 60406",0.0,0.0,0.0,0.0,Unknown,-87.673949,41.677037
4875 Sw 152nd Ave,Beaverton,OR,97007,"4875 Sw 152nd Ave, Beaverton, OR 97007",1260.0,1977.0,3.0,3049.0,Single Family,-122.833579,45.48454
1120 Augustus Dr,Conway,SC,29527,"1120 Augustus Dr, Conway, SC 29527",1309.0,2011.0,2.0,10019.0,Single Family,-79.091173,33.822323
1428 Fulton St,Nashville,TN,37206,"1428 Fulton St, Nashville, TN 37206",968.0,1950.0,1.0,6098.0,Single Family,-86.744631,36.167062
5521 Chimney Swift Dr,Wake Forest,NC,27587,"5521 Chimney Swift Dr, Wake Forest, NC 27587",2506.0,1995.0,2.0,30056.0,Single Family,-78.520614,35.929138
222 Greenfield Ridge Dr,Brandon,MS,39042,"222 Greenfield Ridge Dr, Brandon, MS 39042",1795.0,2013.0,1.0,0.0,Single Family,-90.017931,32.235548
1509 Route,Hainesport,NJ,8036,"1509 Route, 38 Ste 2, Hainesport, NJ 08036",0.0,0.0,0.0,0.0,Unknown,-74.819762,39.980361
7032 Newton Pl,Rancho Cucamonga,CA,91701,"7032 Newton Pl, Rancho Cucamonga, CA 91701",1400.0,1986.0,2.5,3700.0,Single Family,-117.59325,34.126592
1102 Dove Dr,Garland,TX,75040,"1102 Dove Dr, Garland, TX 75040",1483.0,1993.0,2.0,5376.0,Single Family,-96.605091,32.90139
2912 Zara St,Norman,OK,73069,"2912 Zara St, Norman, OK 73069",1707.0,2022.0,2.0,9322.0,Single Family,-97.458669,35.253838
1772 Kenney Ln,Ingleside,TX,78362,"1772 Kenney Ln, Ingleside, TX 78362",1144.0,2013.0,0.0,10454.0,Single Family,-97.181157,27.883397
5524 Richmond Ave,Houston,TX,77056,"5524 Richmond Ave, Houston, TX 77056",0.0,0.0,0.0,0.0,Unknown,-95.474693,29.731834
934 W Race St,Kingston,TN,37763,"934 W Race St, Apt 12, Kingston, TN 37763",0.0,0.0,0.0,0.0,Unknown,-84.522656,35.88644
3703 Tilden St,Brentwood,MD,20722,"3703 Tilden St, Brentwood, MD 20722",884.0,1918.0,1.0,7000.0,Single Family,-76.957756,38.942563
4313 Broadway,Astoria,NY,11103,"4313 Broadway, Apt 3R, Astoria, NY 11103",0.0,0.0,0.0,0.0,Unknown,-73.916031,40.757718
2708 Salem Church Rd,Fredericksburg,VA,22407,"2708 Salem Church Rd, Apt 423, Fredericksburg, VA 22407",0.0,0.0,0.0,0.0,Unknown,-77.534675,38.275165
3803 S Bascom Ave,Campbell,CA,95008,"3803 S Bascom Ave, Ste 101, Campbell, CA 95008",0.0,0.0,0.0,0.0,Unknown,-121.94795,37.259397
3122 Bailey Ave,Lincoln Park,MI,48146,"3122 Bailey Ave, Lincoln Park, MI 48146",1065.0,1950.0,1.0,4356.0,Single Family,-83.201834,42.241768
2180 33rd Rd,Astoria,NY,11106,"2180 33rd Rd, Apt 4B, Astoria, NY 11106",0.0,0.0,0.0,0.0,Condo,-73.930525,40.762528
3632 Cowboy Ln,Charlotte,NC,28216,"3632 Cowboy Ln, Charlotte, NC 28216",1275.0,1974.0,1.5,70437.0,Single Family,-80.880129,35.327891
785 Oregon Ave SE,Bandon,OR,97411,"785 Oregon Ave SE, Bandon, OR 97411",0.0,0.0,0.0,0.0,Unknown,-124.41508,43.116296
4301 Colorado Ave,Nashville,TN,37209,"4301 Colorado Ave, Nashville, TN 37209",2057.0,2009.0,3.0,7841.0,Single Family,-86.838092,36.142093
4612 23rd Rd N,Arlington,VA,22207,"4612 23rd Rd N, Arlington, VA 22207",2597.0,1950.0,3.5,6250.0,Single Family,-77.121526,38.900498
2796 Playa Dr,Wellington,FL,33414,"2796 Playa Dr, Wellington, FL 33414",1526.0,2006.0,2.0,5759.0,Single Family,-80.182829,26.641989
10844 Venice Cir,Tampa,FL,33635,"10844 Venice Cir, Tampa, FL 33635",1827.0,1986.0,2.0,5000.0,Single Family,-82.609108,28.012334
929 Harbor Pines Dr,Merritt Island,FL,32952,"929 Harbor Pines Dr, Merritt Island, FL 32952",2510.0,1991.0,2.0,7405.0,Single Family,-80.663626,28.340701
348 Orchard Pl,Oxnard,CA,93036,"348 Orchard Pl, Apt 621, Oxnard, CA 93036",0.0,0.0,0.0,0.0,Unknown,-119.180831,34.230301
270 E Hunt Hwy,San Tan Valley,AZ,85143,"270 E Hunt Hwy, Ste 16-176, San Tan Valley, AZ 85143",0.0,0.0,0.0,0.0,Unknown,-111.563543,33.162462
216 W Lakes Blvd,Alexandria,LA,71303,"216 W Lakes Blvd, Alexandria, LA 71303",1681.0,0.0,2.0,10890.0,Single Family,-92.59559,31.299228
Country Pl,Shepherd,TX,77371,"Country Pl, Shepherd, TX 77371",0.0,0.0,0.0,136648.0,Land,-94.981338,30.552575
1200 E 53rd St,Brooklyn,NY,11234,"1200 E 53rd St, Apt 7P, Brooklyn, NY 11234",149520.0,1966.0,0.0,61855.0,Condo,-73.925082,40.629586
1325 Old Jayell Rd,Sevierville,TN,37862,"1325 Old Jayell Rd, Sevierville, TN 37862",1768.0,2002.0,0.0,42689.0,Manufactured,-83.517582,35.823296
3 Hampden Ct,Charleston,SC,29403,"3 Hampden Ct, Apt B, Charleston, SC 29403",850.0,1973.0,1.0,0.0,Condo,-79.936333,32.795383
409 Gabe Ct,Denton,TX,76207,"409 Gabe Ct, Denton, TX 76207",1088.0,1983.0,0.0,3180.0,Duplex-Triplex,-97.138062,33.2462
127 Upland Ave,Galloway Township,NJ,8205,"127 Upland Ave, Galloway Township, NJ 08205",2300.0,0.0,2.5,33750.0,Single Family,-74.523219,39.46234
1569 Republic Ave,Columbus,OH,43211,"1569 Republic Ave, Columbus, OH 43211",1364.0,1923.0,1.0,6055.0,Single Family,-82.968179,40.015489
1120 Melrose Ave,Green Cove Springs,FL,32043,"1120 Melrose Ave, Green Cove Springs, FL 32043",1524.0,1937.0,1.0,14000.0,Single Family,-81.687034,29.982596
101 Sterling Oaks Ct,Morrisville,NC,27560,"101 Sterling Oaks Ct, Morrisville, NC 27560",1386.0,2000.0,2.0,2178.0,Single Family,-78.864133,35.83801
11131 19th St SE,Lake Stevens,WA,98258,"11131 19th St SE, Lake Stevens, WA 98258",1720.0,2002.0,2.5,4792.0,Single Family,-122.080792,47.978996
951 Arlington Dr,West Palm Beach,FL,33415,"951 Arlington Dr, West Palm Beach, FL 33415",1433.0,1960.0,2.0,7571.0,Single Family,-80.134191,26.663932
1702 Oak Pond St,Ruskin,FL,33570,"1702 Oak Pond St, Ruskin, FL 33570",1756.0,2015.0,2.0,6827.0,Single Family,-82.398085,27.732693
1048 Prospect St,Niagara,WI,54151,"1048 Prospect St, Niagara, WI 54151",0.0,0.0,0.0,7405.0,Single Family,-87.999574,45.770493
8057 S Eberhart Ave,Chicago,IL,60619,"8057 S Eberhart Ave, Chicago, IL 60619",3348.0,1962.0,5.0,7451.0,Apartment,-87.612066,41.747692
2210 Weir Dr,Hudson,OH,44236,"2210 Weir Dr, Hudson, OH 44236",2352.0,1978.0,2.5,37897.0,Single Family,-81.421826,41.249511
561 4th Ave,San Francisco,CA,94118,"561 4th Ave, San Francisco, CA 94118",2100.0,1906.0,3.0,3000.0,Single Family,-122.462255,37.778212
93 Melrose Ave,Haddon Township,NJ,8108,"93 Melrose Ave, Haddon Township, NJ 08108",1775.0,1925.0,0.0,12502.0,Single Family,-75.048783,39.914731
5948 N Norwood St,Philadelphia,PA,19138,"5948 N Norwood St, Philadelphia, PA 19138",896.0,1915.0,1.0,1190.0,Single Family,-75.156874,40.04447
733 S Leeds St,Kokomo,IN,46901,"733 S Leeds St, Kokomo, IN 46901",0.0,2002.0,0.0,5532.0,Single Family,-86.143845,40.480066
202 Texas St,Huntington,TX,75949,"202 Texas St, Huntington, TX 75949",1613.0,2000.0,2.0,14985.0,Single Family,-94.566877,31.271559
4608 Capay Dr,San Jose,CA,95118,"4608 Capay Dr, Unit 3, San Jose, CA 95118",903.0,1970.0,1.0,436.0,Condo,-121.88935,37.259565
919 Union St,San Francisco,CA,94133,"919 Union St, San Francisco, CA 94133",4320.0,1904.0,3.0,3297.0,Duplex-Triplex,-122.41455500000001,37.799687
3477 Kirkwood Rd,Philadelphia,PA,19114,"3477 Kirkwood Rd, Philadelphia, PA 19114",1224.0,1960.0,0.0,3368.0,Single Family,-75.006128,40.0628
36313 S Wilderness Ln,Cookson,OK,74427,"36313 S Wilderness Ln, Cookson, OK 74427",0.0,0.0,0.0,33280.0,Land,-94.949178,35.651703
132 E Burns St,Portage,WI,53901,"132 E Burns St, Portage, WI 53901",1600.0,0.0,1.0,4792.0,Single Family,-89.462692,43.546239
420 N 39th St,Seattle,WA,98103,"420 N 39th St, Seattle, WA 98103",8106.0,1985.0,0.0,7106.0,Duplex-Triplex,-122.353422,47.654405
11701 Hickman Mills Dr,Kansas City,MO,64134,"11701 Hickman Mills Dr, Kansas City, MO 64134",0.0,0.0,0.0,0.0,Unknown,-94.522747,38.911298
3113 Ralph Ave,Cleveland,OH,44109,"3113 Ralph Ave, Cleveland, OH 44109",1462.0,1944.0,1.5,6500.0,Single Family,-81.706033,41.423467
1615 Belmont St,North Las Vegas,NV,89030,"1615 Belmont St, North Las Vegas, NV 89030",1248.0,1960.0,1.0,6098.0,Single Family,-115.107054,36.189103
4847 Monac Dr,Toledo,OH,43623,"4847 Monac Dr, Toledo, OH 43623",1254.0,1954.0,2.0,6500.0,Single Family,-83.638257,41.704331
233 N Main St,Orange,MA,1364,"233 N Main St, Orange, MA 01364",1280.0,1840.0,1.0,8712.0,Single Family,-72.307241,42.598642
7092 Alice St,Highland,CA,92346,"7092 Alice St, Highland, CA 92346",1170.0,1962.0,2.0,7475.0,Single Family,-117.225033,34.1251
116 Everly Cir,Ocean Springs,MS,39564,"116 Everly Cir, Lot 50, Ocean Springs, MS 39564",1653.0,2024.0,2.0,7841.0,Single Family,-88.749738,30.420863
446 3rd St,Brooklyn,NY,11215,"446 3rd St, Apt 1, Brooklyn, NY 11215",2471.0,2005.0,3.0,0.0,Condo,-73.980628,40.671367
9511 Madera Rd,Houston,TX,77078,"9511 Madera Rd, Unit B, Houston, TX 77078",3360.0,2020.0,2.5,7022.0,Duplex-Triplex,-95.249176,29.858063
29272 Harley Ct,Nuevo,CA,92567,"29272 Harley Ct, Nuevo, CA 92567",2269.0,1990.0,2.0,18295.0,Single Family,-117.151626,33.798067
10605 Settlers Trl,Austin,TX,78750,"10605 Settlers Trl, Austin, TX 78750",1642.0,1976.0,2.0,9041.0,Single Family,-97.807747,30.450763
4151 Vernoy Hills Rd,Fairfax,VA,22033,"4151 Vernoy Hills Rd, Fairfax, VA 22033",1970.0,1999.0,3.0,2852.0,Single Family,-77.376081,38.868463
831 W Rock Ridge Dr,Mapleton,UT,84664,"831 W Rock Ridge Dr, Mapleton, UT 84664",0.0,0.0,0.0,0.0,Unknown,-111.58865,40.099463
109 E Albert St,Portage,WI,53901,"109 E Albert St, Portage, WI 53901",0.0,0.0,0.0,0.0,Unknown,-89.464861,43.54906
4173 W Lake Sammamish Pkwy SE,Bellevue,WA,98008,"4173 W Lake Sammamish Pkwy SE, Apt A104, Bellevue, WA 98008",895.0,1981.0,2.0,108969.0,Condo,-122.102341,47.570601
416 W Logan St,Norristown,PA,19401,"416 W Logan St, Apt B12, Norristown, PA 19401",0.0,0.0,0.0,0.0,Unknown,-75.334976,40.1337
1838 Cade Ave,Castle Rock,CO,80104,"1838 Cade Ave, Castle Rock, CO 80104",1572.0,2020.0,1.0,5663.0,Single Family,-104.843294,39.338358
7305 White Oak Way,Fairburn,GA,30213,"7305 White Oak Way, Fairburn, GA 30213",2837.0,2005.0,2.5,22216.0,Single Family,-84.599912,33.584365
